Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDO66,17.751,Regular,0.04489,Breads,214.8431,OUT010,1998,,Tier 3,Grocery Store,693.6817
FDO66,17.751,Regular,0.043334,Breads,214.8431,OUT018,2009,Medium,Tier 3,Supermarket Type2,2104.3596
FDO66,17.751,Regular,0.039831,Breads,214.8431,OUT027,1985,Medium,Tier 3,Supermarket Type3,4083.9217
FDO66,17.751,Regular,0.041145,Breads,214.8431,OUT046,1997,Small,Tier 1,Supermarket Type1,3688.1691
FDO66,,Regular,0.0,Breads,214.8431,OUT049,1999,Medium,Tier 1,Supermarket Type1,1853.1745
DRP67,,Low Fat,0.109758,Hard Drinks,233.387,OUT013,1987,High,Tier 3,Supermarket Type1,3244.5771
DRP67,13.613,Low Fat,0.0,Hard Drinks,233.387,OUT017,2007,,Tier 2,Supermarket Type1,2521.9534
DRP67,13.613,Low Fat,0.113205,Hard Drinks,233.387,OUT019,1985,Small,Tier 1,Grocery Store,547.8789
DRP67,13.613,Low Fat,0.080001,Hard Drinks,233.387,OUT027,1985,Medium,Tier 3,Supermarket Type3,4792.8789
DRP67,13.613,Low Fat,0.074424,Hard Drinks,233.387,OUT045,2002,,Tier 2,Supermarket Type1,2176.4419
DRP67,13.613,Low Fat,0.087477,Hard Drinks,233.387,OUT049,1999,Medium,Tier 1,Supermarket Type1,3180.9853
DRQ68,15.373,LF,0.091455,Soft Drinks,63.9853,OUT017,2007,,Tier 2,Supermarket Type1,1074.5841
DRQ68,,LF,0.104003,Soft Drinks,63.9853,OUT018,2009,Medium,Tier 3,Supermarket Type2,742.2794
DRQ68,,LF,0.076692,Soft Drinks,63.9853,OUT019,1985,Small,Tier 1,Grocery Store,218.4005
DRQ68,15.373,LF,0.074899,Soft Drinks,63.9853,OUT035,2004,Small,Tier 2,Supermarket Type1,728.5978
DRQ68,15.373,LF,0.128105,Soft Drinks,63.9853,OUT046,1997,Small,Tier 1,Supermarket Type1,1125.9373
DRQ68,15.373,LF,0.113493,Soft Drinks,63.9853,OUT049,1999,Medium,Tier 1,Supermarket Type1,1036.441
FDR69,,low fat,0.071199,Snack Foods,117.7328,OUT010,1998,,Tier 3,Grocery Store,431.0905
FDR69,11.587,low fat,0.085752,Snack Foods,117.7328,OUT019,1985,Small,Tier 1,Grocery Store,262.0061
FDR69,11.587,low fat,0.090146,Snack Foods,117.7328,OUT027,1985,Medium,Tier 3,Supermarket Type3,2432.9545
FDR69,,low fat,0.091857,Snack Foods,117.7328,OUT035,2004,Small,Tier 2,Supermarket Type1,1506.0646
FDR69,11.587,low fat,0.070977,Snack Foods,117.7328,OUT045,2002,,Tier 2,Supermarket Type1,2118.4945
DRS70,10.951,Low Fat,0.141369,Soft Drinks,101.0628,OUT013,1987,High,Tier 3,Supermarket Type1,1755.3664
DRS70,,Low Fat,0.166524,Soft Drinks,101.0628,OUT017,2007,,Tier 2,Supermarket Type1,1553.8006
DRS70,10.951,Low Fat,0.134621,Soft Drinks,101.0628,OUT019,1985,Small,Tier 1,Grocery Store,380.9261
DRS70,10.951,Low Fat,0.229886,Soft Drinks,101.0628,OUT027,1985,Medium,Tier 3,Supermarket Type3,2666.0724
DRS70,10.951,Low Fat,0.0,Soft Drinks,101.0628,OUT045,2002,,Tier 2,Supermarket Type1,1053.7556
DRS70,10.951,Low Fat,0.193099,Soft Drinks,101.0628,OUT046,1997,Small,Tier 1,Supermarket Type1,1103.9476
DRS70,10.951,Low Fat,0.22702,Soft Drinks,101.0628,OUT049,1999,Medium,Tier 1,Supermarket Type1,913.1128
DRT71,20.078,Regular,0.131544,Soft Drinks,108.4932,OUT010,1998,,Tier 3,Grocery Store,426.88
DRT71,20.078,Regular,0.11143,Soft Drinks,108.4932,OUT019,1985,Small,Tier 1,Grocery Store,369.0395
DRT71,20.078,Regular,0.122926,Soft Drinks,108.4932,OUT027,1985,Medium,Tier 3,Supermarket Type3,1989.7036
DRT71,20.078,Regular,0.09931,Soft Drinks,108.4932,OUT035,2004,Small,Tier 2,Supermarket Type1,1620.9372
DRT71,,Regular,0.0,Soft Drinks,108.4932,OUT046,1997,Small,Tier 1,Supermarket Type1,1795.7403
DRT71,20.078,Regular,0.0,Soft Drinks,108.4932,OUT049,1999,Medium,Tier 1,Supermarket Type1,1861.089
NCU72,15.594,Regular,0.113588,Household,156.7225,OUT010,1998,,Tier 3,Grocery Store,674.843
NCU72,15.594,Regular,0.134082,Household,156.7225,OUT017,2007,,Tier 2,Supermarket Type1,1942.2182
NCU72,15.594,Regular,0.0,Household,156.7225,OUT019,1985,Small,Tier 1,Grocery Store,603.5561
NCU72,15.594,Regular,0.141818,Household,156.7225,OUT045,2002,,Tier 2,Supermarket Type1,2561.5082
NCU72,15.594,Regular,0.159795,Household,156.7225,OUT046,1997,Small,Tier 1,Supermarket Type1,2062.3096
NCU72,15.594,Regular,0.099057,Household,156.7225,OUT049,1999,Medium,Tier 1,Supermarket Type1,1463.7524
NCV73,9.399,Low Fat,0.0,Others,78.7675,OUT018,2009,Medium,Tier 3,Supermarket Type2,1169.8985
NCV73,9.399,Low Fat,0.15556,Others,78.7675,OUT019,1985,Small,Tier 1,Grocery Store,187.8981
NCV73,9.399,Low Fat,0.178164,Others,78.7675,OUT035,2004,Small,Tier 2,Supermarket Type1,1073.2293
NCV73,9.399,Low Fat,0.120531,Others,78.7675,OUT045,2002,,Tier 2,Supermarket Type1,1072.7668
NCV73,9.399,Low Fat,0.100012,Others,78.7675,OUT046,1997,Small,Tier 1,Supermarket Type1,838.1127
FDW74,6.746,Regular,0.181512,Canned,53.4426,OUT010,1998,,Tier 3,Grocery Store,197.6139
FDW74,,Regular,0.176426,Canned,53.4426,OUT013,1987,High,Tier 3,Supermarket Type1,726.4144
FDW74,,Regular,0.172933,Canned,53.4426,OUT018,2009,Medium,Tier 3,Supermarket Type2,818.7796
FDW74,6.746,Regular,0.143551,Canned,53.4426,OUT019,1985,Small,Tier 1,Grocery Store,107.7825
FDW74,6.746,Regular,0.173886,Canned,53.4426,OUT027,1985,Medium,Tier 3,Supermarket Type3,941.6639
FDW74,6.746,Regular,0.142492,Canned,53.4426,OUT035,2004,Small,Tier 2,Supermarket Type1,722.7218
FDW74,6.746,Regular,0.141882,Canned,53.4426,OUT045,2002,,Tier 2,Supermarket Type1,913.3613
FDW74,6.746,Regular,0.142753,Canned,53.4426,OUT046,1997,Small,Tier 1,Supermarket Type1,875.5627
FDW74,6.746,Regular,0.170045,Canned,53.4426,OUT049,1999,Medium,Tier 1,Supermarket Type1,826.294
DRX75,5.936,low fat,0.0,Hard Drinks,63.4283,OUT010,1998,,Tier 3,Grocery Store,262.5872
DRX75,5.936,low fat,0.217217,Hard Drinks,63.4283,OUT017,2007,,Tier 2,Supermarket Type1,756.0923
DRX75,5.936,low fat,0.0,Hard Drinks,63.4283,OUT018,2009,Medium,Tier 3,Supermarket Type2,824.8126
DRX75,5.936,low fat,0.19179,Hard Drinks,63.4283,OUT019,1985,Small,Tier 1,Grocery Store,234.9024
DRX75,5.936,low fat,0.216088,Hard Drinks,63.4283,OUT027,1985,Medium,Tier 3,Supermarket Type3,1797.5695
DRX75,5.936,low fat,0.204806,Hard Drinks,63.4283,OUT035,2004,Small,Tier 2,Supermarket Type1,852.065
DRX75,5.936,low fat,0.23465,Hard Drinks,63.4283,OUT045,2002,,Tier 2,Supermarket Type1,749.0504
DRX75,5.936,low fat,0.147052,Hard Drinks,63.4283,OUT046,1997,Small,Tier 1,Supermarket Type1,1038.7128
FDY76,14.593,Regular,0.151536,Frozen Foods,218.6471,OUT013,1987,High,Tier 3,Supermarket Type1,3488.1285
FDY76,14.593,Regular,0.150405,Frozen Foods,218.6471,OUT017,2007,,Tier 2,Supermarket Type1,3692.5024
FDY76,14.593,Regular,0.158465,Frozen Foods,218.6471,OUT018,2009,Medium,Tier 3,Supermarket Type2,2501.01
FDY76,14.593,Regular,0.145851,Frozen Foods,218.6471,OUT019,1985,Small,Tier 1,Grocery Store,909.3981
FDY76,14.593,Regular,0.191934,Frozen Foods,218.6471,OUT027,1985,Medium,Tier 3,Supermarket Type3,5594.2433
FDY76,14.593,Regular,0.203713,Frozen Foods,218.6471,OUT035,2004,Small,Tier 2,Supermarket Type1,3303.9093
FDY76,14.593,Regular,0.15382,Frozen Foods,218.6471,OUT045,2002,,Tier 2,Supermarket Type1,3525.0079
FDY76,,Regular,0.228135,Frozen Foods,218.6471,OUT046,1997,Small,Tier 1,Supermarket Type1,3415.1544
FDY76,14.593,Regular,0.183567,Frozen Foods,218.6471,OUT049,1999,Medium,Tier 1,Supermarket Type1,2595.3785
DRZ77,8.808,Regular,0.09457,Hard Drinks,53.4316,OUT013,1987,High,Tier 3,Supermarket Type1,850.6435
DRZ77,8.808,Regular,0.158723,Hard Drinks,53.4316,OUT017,2007,,Tier 2,Supermarket Type1,636.0746
DRZ77,8.808,Regular,0.111258,Hard Drinks,53.4316,OUT018,2009,Medium,Tier 3,Supermarket Type2,542.4718
DRZ77,8.808,Regular,0.15524,Hard Drinks,53.4316,OUT035,2004,Small,Tier 2,Supermarket Type1,935.7369
DRZ77,,Regular,0.105727,Hard Drinks,53.4316,OUT049,1999,Medium,Tier 1,Supermarket Type1,429.5918
FDA78,14.104,Low Fat,0.097988,Dairy,140.9725,OUT018,2009,Medium,Tier 3,Supermarket Type2,2144.519
FDA78,14.104,Low Fat,0.10048,Dairy,140.9725,OUT019,1985,Small,Tier 1,Grocery Store,394.9288
FDA78,14.104,Low Fat,0.094709,Dairy,140.9725,OUT027,1985,Medium,Tier 3,Supermarket Type3,3688.9978
FDA78,14.104,Low Fat,0.134559,Dairy,140.9725,OUT035,2004,Small,Tier 2,Supermarket Type1,2033.8522
FDA78,,Low Fat,0.115783,Dairy,140.9725,OUT046,1997,Small,Tier 1,Supermarket Type1,1958.1374
FDA78,14.104,Low Fat,0.090718,Dairy,140.9725,OUT049,1999,Medium,Tier 1,Supermarket Type1,1881.1067
FDB79,17.487,reg,0.0,Meat,147.1482,OUT013,1987,High,Tier 3,Supermarket Type1,2289.4461
FDB79,17.487,reg,0.105116,Meat,147.1482,OUT017,2007,,Tier 2,Supermarket Type1,1614.7006
FDB79,,reg,0.101851,Meat,147.1482,OUT018,2009,Medium,Tier 3,Supermarket Type2,1169.3023
FDB79,17.487,reg,0.0,Meat,147.1482,OUT019,1985,Small,Tier 1,Grocery Store,372.5332
FDB79,17.487,reg,0.137266,Meat,147.1482,OUT027,1985,Medium,Tier 3,Supermarket Type3,2871.8869
FDB79,17.487,reg,0.12956,Meat,147.1482,OUT045,2002,,Tier 2,Supermarket Type1,2076.0029
FDB79,17.487,reg,0.145535,Meat,147.1482,OUT046,1997,Small,Tier 1,Supermarket Type1,1651.053
FDC80,6.535,reg,0.108346,Meat,51.6993,OUT013,1987,High,Tier 3,Supermarket Type1,665.3935
FDC80,,reg,0.171628,Meat,51.6993,OUT018,2009,Medium,Tier 3,Supermarket Type2,549.7027
FDC80,6.535,reg,0.101968,Meat,51.6993,OUT019,1985,Small,Tier 1,Grocery Store,200.5869
FDC80,6.535,reg,0.166044,Meat,51.6993,OUT046,1997,Small,Tier 1,Supermarket Type1,710.3771
FDD81,11.616,reg,0.080881,Meat,189.4106,OUT013,1987,High,Tier 3,Supermarket Type1,2905.9281
FDD81,11.616,reg,0.095067,Meat,189.4106,OUT017,2007,,Tier 2,Supermarket Type1,3129.4025
FDD81,11.616,reg,0.086681,Meat,189.4106,OUT018,2009,Medium,Tier 3,Supermarket Type2,2173.8402
FDD81,11.616,reg,0.088849,Meat,189.4106,OUT019,1985,Small,Tier 1,Grocery Store,766.9835
FDD81,11.616,reg,0.062335,Meat,189.4106,OUT027,1985,Medium,Tier 3,Supermarket Type3,4718.3529
FDD81,11.616,reg,0.076629,Meat,189.4106,OUT035,2004,Small,Tier 2,Supermarket Type1,1832.1521
FDD81,11.616,reg,0.086416,Meat,189.4106,OUT046,1997,Small,Tier 1,Supermarket Type1,1915.3081
FDD81,11.616,reg,0.073865,Meat,189.4106,OUT049,1999,Medium,Tier 1,Supermarket Type1,2873.3957
DRE82,17.463,reg,0.061775,Hard Drinks,116.9493,OUT010,1998,,Tier 3,Grocery Store,258.7089
DRE82,17.463,reg,0.08026,Hard Drinks,116.9493,OUT013,1987,High,Tier 3,Supermarket Type1,1337.6848
DRE82,,reg,0.055728,Hard Drinks,116.9493,OUT018,2009,Medium,Tier 3,Supermarket Type2,1186.132
DRE82,17.463,reg,0.070269,Hard Drinks,116.9493,OUT035,2004,Small,Tier 2,Supermarket Type1,1709.8568
DRE82,17.463,reg,0.089046,Hard Drinks,116.9493,OUT045,2002,,Tier 2,Supermarket Type1,1892.0244
DRE82,17.463,reg,0.078299,Hard Drinks,116.9493,OUT046,1997,Small,Tier 1,Supermarket Type1,1822.0948
FDF83,7.179,reg,0.117414,Snack Foods,251.9261,OUT010,1998,,Tier 3,Grocery Store,834.3863
FDF83,7.179,reg,0.072393,Snack Foods,251.9261,OUT013,1987,High,Tier 3,Supermarket Type1,3774.2174
FDF83,7.179,reg,0.066544,Snack Foods,251.9261,OUT017,2007,,Tier 2,Supermarket Type1,3432.0636
FDF83,,reg,0.108768,Snack Foods,251.9261,OUT018,2009,Medium,Tier 3,Supermarket Type2,2433.963
FDF83,7.179,reg,0.0,Snack Foods,251.9261,OUT027,1985,Medium,Tier 3,Supermarket Type3,3859.2967
FDF83,,reg,0.117566,Snack Foods,251.9261,OUT035,2004,Small,Tier 2,Supermarket Type1,3445.7346
FDF83,7.179,reg,0.068686,Snack Foods,251.9261,OUT045,2002,,Tier 2,Supermarket Type1,2998.5721
FDF83,7.179,reg,0.112268,Snack Foods,251.9261,OUT049,1999,Medium,Tier 1,Supermarket Type1,3596.8802
DRG84,16.905,LF,0.162529,Soft Drinks,251.929,OUT013,1987,High,Tier 3,Supermarket Type1,2841.3612
DRG84,16.905,LF,0.15597,Soft Drinks,251.929,OUT017,2007,,Tier 2,Supermarket Type1,3057.7689
DRG84,16.905,LF,0.0,Soft Drinks,251.929,OUT019,1985,Small,Tier 1,Grocery Store,1004.5841
DRG84,16.905,LF,0.17181,Soft Drinks,251.929,OUT027,1985,Medium,Tier 3,Supermarket Type3,5675.9762
DRG84,16.905,LF,0.180317,Soft Drinks,251.929,OUT035,2004,Small,Tier 2,Supermarket Type1,2610.6585
DRG84,16.905,LF,0.137149,Soft Drinks,251.929,OUT045,2002,,Tier 2,Supermarket Type1,3000.3752
DRG84,16.905,LF,0.152326,Soft Drinks,251.929,OUT049,1999,Medium,Tier 1,Supermarket Type1,2220.6092
FDH85,12.649,Low Fat,0.132648,Fruits and Vegetables,263.845,OUT013,1987,High,Tier 3,Supermarket Type1,2965.9455
FDH85,,Low Fat,0.14348,Fruits and Vegetables,263.845,OUT018,2009,Medium,Tier 3,Supermarket Type2,2383.3657
FDH85,,Low Fat,0.0,Fruits and Vegetables,263.845,OUT027,1985,Medium,Tier 3,Supermarket Type3,7400.0239
FDH85,12.649,Low Fat,0.165474,Fruits and Vegetables,263.845,OUT035,2004,Small,Tier 2,Supermarket Type1,3991.6748
FDH85,12.649,Low Fat,0.105915,Fruits and Vegetables,263.845,OUT045,2002,,Tier 2,Supermarket Type1,4351.8371
NCI86,6.514,reg,0.033481,Household,181.3494,OUT010,1998,,Tier 3,Grocery Store,781.8966
NCI86,,reg,0.031177,Household,181.3494,OUT013,1987,High,Tier 3,Supermarket Type1,1799.5556
NCI86,6.514,reg,0.037242,Household,181.3494,OUT017,2007,,Tier 2,Supermarket Type1,2129.709
NCI86,6.514,reg,0.040751,Household,181.3494,OUT018,2009,Medium,Tier 3,Supermarket Type2,2643.8868
NCI86,6.514,reg,0.040437,Household,181.3494,OUT019,1985,Small,Tier 1,Grocery Store,542.1951
NCI86,6.514,reg,0.034058,Household,181.3494,OUT027,1985,Medium,Tier 3,Supermarket Type3,3570.4137
NCI86,6.514,reg,0.030101,Household,181.3494,OUT035,2004,Small,Tier 2,Supermarket Type1,1826.8292
NCI86,6.514,reg,0.039705,Household,181.3494,OUT045,2002,,Tier 2,Supermarket Type1,3100.9608
NCI86,6.514,reg,0.0,Household,181.3494,OUT046,1997,Small,Tier 1,Supermarket Type1,2352.2661
NCI86,,reg,0.036132,Household,181.3494,OUT049,1999,Medium,Tier 1,Supermarket Type1,1619.8459
NCJ87,,Low Fat,0.077701,Others,33.9034,OUT017,2007,,Tier 2,Supermarket Type1,342.3432
NCJ87,14.5,Low Fat,0.084492,Others,33.9034,OUT018,2009,Medium,Tier 3,Supermarket Type2,536.7328
NCJ87,14.5,Low Fat,0.071408,Others,33.9034,OUT019,1985,Small,Tier 1,Grocery Store,151.6396
NCJ87,14.5,Low Fat,0.08566,Others,33.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,506.7875
NCJ87,14.5,Low Fat,0.072646,Others,33.9034,OUT045,2002,,Tier 2,Supermarket Type1,324.8515
NCJ87,,Low Fat,0.075803,Others,33.9034,OUT049,1999,Medium,Tier 1,Supermarket Type1,338.0101
DRK88,9.521,Regular,0.073503,Hard Drinks,135.3861,OUT018,2009,Medium,Tier 3,Supermarket Type2,1512.15
DRK88,9.521,Regular,0.05006,Hard Drinks,135.3861,OUT027,1985,Medium,Tier 3,Supermarket Type3,2744.0118
DRK88,9.521,Regular,0.086752,Hard Drinks,135.3861,OUT035,2004,Small,Tier 2,Supermarket Type1,1192.3188
FDL89,20.114,Regular,0.18025,Meat,57.0989,OUT010,1998,,Tier 3,Grocery Store,216.4191
FDL89,20.114,Regular,0.168441,Meat,57.0989,OUT013,1987,High,Tier 3,Supermarket Type1,561.9327
FDL89,,Regular,0.171171,Meat,57.0989,OUT019,1985,Small,Tier 1,Grocery Store,246.9197
FDL89,,Regular,0.205212,Meat,57.0989,OUT027,1985,Medium,Tier 3,Supermarket Type3,1144.5102
FDL89,20.114,Regular,0.166134,Meat,57.0989,OUT035,2004,Small,Tier 2,Supermarket Type1,636.5833
FDL89,20.114,Regular,0.252913,Meat,57.0989,OUT045,2002,,Tier 2,Supermarket Type1,835.3121
FDL89,20.114,Regular,0.200738,Meat,57.0989,OUT046,1997,Small,Tier 1,Supermarket Type1,822.4383
FDM90,9.326,reg,0.177448,Meat,56.115,OUT010,1998,,Tier 3,Grocery Store,165.3769
FDM90,9.326,reg,0.230224,Meat,56.115,OUT013,1987,High,Tier 3,Supermarket Type1,967.7875
FDM90,9.326,reg,0.22591,Meat,56.115,OUT027,1985,Medium,Tier 3,Supermarket Type3,1318.9606
FDM90,9.326,reg,0.23918,Meat,56.115,OUT035,2004,Small,Tier 2,Supermarket Type1,613.3581
FDM90,,reg,0.235809,Meat,56.115,OUT045,2002,,Tier 2,Supermarket Type1,843.7777
FDM90,9.326,reg,0.154122,Meat,56.115,OUT046,1997,Small,Tier 1,Supermarket Type1,606.78
FDM90,9.326,reg,0.161584,Meat,56.115,OUT049,1999,Medium,Tier 1,Supermarket Type1,812.0507
NCN91,15.817,Low Fat,0.19659,Health and Hygiene,52.344,OUT017,2007,,Tier 2,Supermarket Type1,500.5349
NCN91,15.817,Low Fat,0.155991,Health and Hygiene,52.344,OUT018,2009,Medium,Tier 3,Supermarket Type2,522.7526
NCN91,15.817,Low Fat,0.184688,Health and Hygiene,52.344,OUT019,1985,Small,Tier 1,Grocery Store,114.273
NCN91,15.817,Low Fat,0.216804,Health and Hygiene,52.344,OUT035,2004,Small,Tier 2,Supermarket Type1,533.5276
NCN91,15.817,Low Fat,0.193622,Health and Hygiene,52.344,OUT045,2002,,Tier 2,Supermarket Type1,892.5661
NCN91,,Low Fat,0.186902,Health and Hygiene,52.344,OUT046,1997,Small,Tier 1,Supermarket Type1,893.7294
NCN91,15.817,Low Fat,0.205106,Health and Hygiene,52.344,OUT049,1999,Medium,Tier 1,Supermarket Type1,690.1978
NCO92,8.594,Low Fat,0.055403,Health and Hygiene,214.3172,OUT010,1998,,Tier 3,Grocery Store,840.047
NCO92,8.594,Low Fat,0.058101,Health and Hygiene,214.3172,OUT013,1987,High,Tier 3,Supermarket Type1,2750.8684
NCO92,,Low Fat,0.058726,Health and Hygiene,214.3172,OUT017,2007,,Tier 2,Supermarket Type1,3850.2198
NCO92,8.594,Low Fat,0.047066,Health and Hygiene,214.3172,OUT018,2009,Medium,Tier 3,Supermarket Type2,3295.6756
NCO92,,Low Fat,0.045584,Health and Hygiene,214.3172,OUT019,1985,Small,Tier 1,Grocery Store,701.5139
NCO92,8.594,Low Fat,0.057838,Health and Hygiene,214.3172,OUT027,1985,Medium,Tier 3,Supermarket Type3,5471.8049
NCO92,8.594,Low Fat,0.034319,Health and Hygiene,214.3172,OUT035,2004,Small,Tier 2,Supermarket Type1,2731.2928
NCO92,8.594,Low Fat,0.045803,Health and Hygiene,214.3172,OUT046,1997,Small,Tier 1,Supermarket Type1,2250.3022
NCO92,8.594,Low Fat,0.046915,Health and Hygiene,214.3172,OUT049,1999,Medium,Tier 1,Supermarket Type1,1728.0924
FDP93,19.981,Low Fat,0.009095,Breads,39.5344,OUT013,1987,High,Tier 3,Supermarket Type1,427.0625
FDP93,19.981,Low Fat,0.01195,Breads,39.5344,OUT017,2007,,Tier 2,Supermarket Type1,323.9473
FDP93,19.981,Low Fat,0.010764,Breads,39.5344,OUT018,2009,Medium,Tier 3,Supermarket Type2,536.1478
FDP93,19.981,Low Fat,0.011399,Breads,39.5344,OUT027,1985,Medium,Tier 3,Supermarket Type3,1129.6422
FDP93,19.981,Low Fat,0.012526,Breads,39.5344,OUT035,2004,Small,Tier 2,Supermarket Type1,592.7882
FDP93,,Low Fat,0.013063,Breads,39.5344,OUT045,2002,,Tier 2,Supermarket Type1,369.2179
FDP93,19.981,Low Fat,0.008257,Breads,39.5344,OUT046,1997,Small,Tier 1,Supermarket Type1,534.6469
FDQ94,,Low Fat,0.132052,Canned,87.2985,OUT010,1998,,Tier 3,Grocery Store,212.7912
FDQ94,14.801,Low Fat,0.130853,Canned,87.2985,OUT017,2007,,Tier 2,Supermarket Type1,1349.7931
FDQ94,14.801,Low Fat,0.140793,Canned,87.2985,OUT027,1985,Medium,Tier 3,Supermarket Type3,1615.6407
FDQ94,14.801,Low Fat,0.139049,Canned,87.2985,OUT045,2002,,Tier 2,Supermarket Type1,760.5173
FDQ94,,Low Fat,0.0,Canned,87.2985,OUT046,1997,Small,Tier 1,Supermarket Type1,990.3691
NCR95,5.473,Regular,0.166404,Others,249.9597,OUT010,1998,,Tier 3,Grocery Store,847.7754
NCR95,,Regular,0.11277,Others,249.9597,OUT013,1987,High,Tier 3,Supermarket Type1,3931.8586
NCR95,5.473,Regular,0.191315,Others,249.9597,OUT018,2009,Medium,Tier 3,Supermarket Type2,3273.9126
NCR95,5.473,Regular,0.154471,Others,249.9597,OUT019,1985,Small,Tier 1,Grocery Store,948.6007
NCR95,5.473,Regular,0.111645,Others,249.9597,OUT027,1985,Medium,Tier 3,Supermarket Type3,6399.768
NCR95,5.473,Regular,0.189249,Others,249.9597,OUT046,1997,Small,Tier 1,Supermarket Type1,2075.8676
NCR95,5.473,Regular,0.135923,Others,249.9597,OUT049,1999,Medium,Tier 1,Supermarket Type1,4218.5228
NCS96,18.746,Regular,0.037498,Health and Hygiene,78.6206,OUT010,1998,,Tier 3,Grocery Store,240.366
NCS96,18.746,Regular,0.038936,Health and Hygiene,78.6206,OUT013,1987,High,Tier 3,Supermarket Type1,1005.1742
NCS96,18.746,Regular,0.0,Health and Hygiene,78.6206,OUT017,2007,,Tier 2,Supermarket Type1,947.1804
NCS96,,Regular,0.023764,Health and Hygiene,78.6206,OUT019,1985,Small,Tier 1,Grocery Store,278.2219
NCS96,18.746,Regular,0.026778,Health and Hygiene,78.6206,OUT027,1985,Medium,Tier 3,Supermarket Type3,1278.5462
NCS96,18.746,Regular,0.025322,Health and Hygiene,78.6206,OUT035,2004,Small,Tier 2,Supermarket Type1,687.8687
NCS96,18.746,Regular,0.031771,Health and Hygiene,78.6206,OUT045,2002,,Tier 2,Supermarket Type1,1092.2663
NCS96,18.746,Regular,0.033164,Health and Hygiene,78.6206,OUT046,1997,Small,Tier 1,Supermarket Type1,1413.0565
FDT97,13.077,low fat,0.155669,Meat,179.6828,OUT013,1987,High,Tier 3,Supermarket Type1,2564.8751
FDT97,13.077,low fat,0.146843,Meat,179.6828,OUT017,2007,,Tier 2,Supermarket Type1,1442.9627
FDT97,13.077,low fat,0.201373,Meat,179.6828,OUT018,2009,Medium,Tier 3,Supermarket Type2,1935.6495
FDT97,13.077,low fat,0.0,Meat,179.6828,OUT019,1985,Small,Tier 1,Grocery Store,449.904
FDT97,13.077,low fat,0.206751,Meat,179.6828,OUT035,2004,Small,Tier 2,Supermarket Type1,1620.3228
FDT97,,low fat,0.206771,Meat,179.6828,OUT046,1997,Small,Tier 1,Supermarket Type1,1470.2205
FDT97,13.077,low fat,0.203818,Meat,179.6828,OUT049,1999,Medium,Tier 1,Supermarket Type1,1661.3656
FDU98,16.989,Low Fat,0.183968,Dairy,94.8991,OUT013,1987,High,Tier 3,Supermarket Type1,1591.6243
FDU98,,Low Fat,0.117317,Dairy,94.8991,OUT017,2007,,Tier 2,Supermarket Type1,1381.6864
FDU98,16.989,Low Fat,0.161534,Dairy,94.8991,OUT018,2009,Medium,Tier 3,Supermarket Type2,951.3616
FDU98,16.989,Low Fat,0.122522,Dairy,94.8991,OUT019,1985,Small,Tier 1,Grocery Store,346.2553
FDU98,,Low Fat,0.111686,Dairy,94.8991,OUT027,1985,Medium,Tier 3,Supermarket Type3,2108.6896
FDU98,,Low Fat,0.126106,Dairy,94.8991,OUT035,2004,Small,Tier 2,Supermarket Type1,1245.116
FDU98,16.989,Low Fat,0.116169,Dairy,94.8991,OUT045,2002,,Tier 2,Supermarket Type1,944.4753
FDU98,16.989,Low Fat,0.129244,Dairy,94.8991,OUT049,1999,Medium,Tier 1,Supermarket Type1,1206.7396
FDV99,21.163,Regular,0.112095,Breads,43.8621,OUT010,1998,,Tier 3,Grocery Store,166.6914
FDV99,21.163,Regular,0.128542,Breads,43.8621,OUT017,2007,,Tier 2,Supermarket Type1,508.5104
FDV99,21.163,Regular,0.100943,Breads,43.8621,OUT019,1985,Small,Tier 1,Grocery Store,175.23
FDV99,21.163,Regular,0.134385,Breads,43.8621,OUT045,2002,,Tier 2,Supermarket Type1,515.6455
FDV99,21.163,Regular,0.092956,Breads,43.8621,OUT049,1999,Medium,Tier 1,Supermarket Type1,416.9763
FDW100,19.53,Low Fat,0.0,Frozen Foods,71.8582,OUT010,1998,,Tier 3,Grocery Store,144.1179
FDW100,19.53,Low Fat,0.022166,Frozen Foods,71.8582,OUT013,1987,High,Tier 3,Supermarket Type1,739.0159
FDW100,,Low Fat,0.022272,Frozen Foods,71.8582,OUT017,2007,,Tier 2,Supermarket Type1,745.0694
FDW100,19.53,Low Fat,0.034042,Frozen Foods,71.8582,OUT018,2009,Medium,Tier 3,Supermarket Type2,757.9627
FDW100,19.53,Low Fat,0.032837,Frozen Foods,71.8582,OUT019,1985,Small,Tier 1,Grocery Store,196.9611
FDW100,19.53,Low Fat,0.033646,Frozen Foods,71.8582,OUT035,2004,Small,Tier 2,Supermarket Type1,653.6476
FDW100,19.53,Low Fat,0.027252,Frozen Foods,71.8582,OUT045,2002,,Tier 2,Supermarket Type1,589.4232
FDW100,19.53,Low Fat,0.029951,Frozen Foods,71.8582,OUT046,1997,Small,Tier 1,Supermarket Type1,954.2624
DRX101,7.62,LF,0.11557,Hard Drinks,139.2203,OUT010,1998,,Tier 3,Grocery Store,424.9392
